133,48
133,20098
4581,51741
9108,90827
10243,99759
12345,100856
12677,34861
12677,35513
12677,78821
12677,84779
12822,10678
12822,98054
12822,106795
13772,16167
13772,28138
14410,71910
14410,84809
14649,31344
14848,14905
14848,79410
14848,96006
16648,67245
16648,93696
17045,71447
17324,106872
21174,45420
21504,52799
24579,39257
28492,52095
29046,10381
32101,36091
38743,8016
38743,14749
38743,38942
38743,40194
38743,41216
38743,58285
41342,52095
43243,15552
43243,41216
43243,44483
43243,67245
44233,41619
44233,45970
47872,108047
48061,48375
48061,77609
48303,9811
48303,111296
48303,111729
51246,3481
51246,36091
51246,97417
52320,95070
52320,97617
53313,18206
53313,30869
56826,41216
56826,67245
60400,12345
60400,15713
60400,31813
60400,93696
63913,33977
63913,53969
65941,39933
66958,18788
69707,105792
69905,14848
71447,46476
72015,39173
72864,50933
72864,87313
72864,99505
74556,100291
75819,64771
76840,42655
77609,29336
81105,97352
83585,79942
83585,102118
83861,106630
87441,14905
87441,34837
89607,106630
95324,106630
96006,14848
96006,25017
97048,84109
97392,43281
97722,101500
97885,93700
98800,97417
99274,67245
100919,97485
100919,111315
101899,59664
104494,110445
106948,89549
107155,57425
107681,109143
108278,63363
108278,88181
108278,102505
108278,107837
