(111743,104550)
(48273,78437)
(70841,71106)
(74841,12677)
(21980,86573)
(61724,39496)
(58117,94398)
(74778,73501)
(104494,80237)
(96050,95334)
(38896,54821)
(71140,71195)
(76112,84883)
(79943,112021)
(103154,103822)
(73511,68735)
(104596,98710)
(76490,99082)
(94302,47631)
(97917,92818)
(51615,48375)
(349,23652)
(110856,100947)
(23171,36092)
(23674,20848)
(103177,80488)
(76992,76993)
(80153,73273)
(107239,35999)
(37384,91215)
(23560,43156)
(102863,106073)
(19103,18917)
(106828,107804)
(76981,70271)
(95751,88179)
(12647,79847)
(42619,50880)
(22672,87429)
(51511,83848)
(82969,37217)
(82610,25959)
(51225,54478)
(43281,73728)
(74926,99181)
(108391,110792)
(32420,24411)
(41757,29558)
(40571,68004)
(4892,70968)
(52635,25163)
(84132,19838)
(74556,90909)
(89557,52635)
(110505,31689)
(65870,90343)
(21242,25877)
(98759,107515)
(76985,76534)
(19857,26416)
(107777,18030)
(25163,46493)
(49252,102218)
(95882,56408)
(85222,85880)
(40571,48413)
(55297,39457)
(108857,108143)
(52291,27558)
(14229,17324)
(76840,3190)
(104768,92555)
(61606,27755)
(23831,46309)
(104162,109172)
(108738,104841)
(96021,89493)
(43010,41007)
(96072,103042)
(88483,101124)
(46776,29181)
(43584,55224)
(85990,48526)
(84649,43433)
(110631,94317)
(50918,93359)
(37884,16550)
(83918,63166)
(108047,7904)
(83282,90745)
(53313,96090)
(73375,38865)
(74672,30933)
(63703,51741)
(98914,43856)
(71353,82861)
(98211,82759)
(99345,60722)
(9811,48303)
(94133,89905)
(15987,74841)
(86087,53945)
(60400,22570)
(3242,51581)
(107442,105425)
(56810,72980)
(84138,3171)
(25163,89299)
(90803,108391)
(45970,98054)
(76759,76747)
(37027,82051)
(105343,74224)
(100704,73034)
(93294,69874)
(93563,94317)
(69613,76979)
(102812,44183)
(83898,40186)
(71435,71162)
(16648,95070)
(47080,95409)
(94830,83898)
(104798,30248)
(3116,104388)
(109871,97240)
(74390,102477)
