Source,Target,Timestamp
28116,111255,17
28119,81572,113
28134,80619,17
28136,87953,15
28144,87411,123
28145,73051,15
28147,54014,15
28147,56741,15
28159,61981,17
28159,106447,17
28159,111282,19
28187,95300,17
28187,95711,113
28187,110605,120
28208,68390,120
28213,109026,113
28217,11343,15
28217,26425,15
28217,44769,15
28217,47906,15
28217,97765,15
28236,16869,19
28244,75391,19
28246,14386,15
28246,18658,15
28246,24710,15
28246,26702,15
28246,28697,15
28246,31677,15
28246,36881,15
28246,40452,15
28246,50129,15
28246,51508,15
28246,57159,15
28246,57583,15
28246,57925,15
28246,71085,15
28246,90270,15
28246,95396,15
28262,86100,15
28262,98821,113
28262,112403,15
28272,86210,113
28275,7048,19
28306,17787,19
28313,70143,120
28314,38743,116
28314,106648,19
28324,87503,17
28325,7164,120
28325,64107,113
28330,49619,17
28333,24710,15
28333,39078,15
28333,54986,15
28333,73340,15
28354,32718,15
28355,28515,15
28366,75264,15
28376,71751,113
28381,53745,15
28381,92901,15
28381,97041,15
28383,61274,17
28383,66200,17
28387,17230,123
28427,30040,19
28431,41695,113
28451,74956,17
28489,48498,120
28489,48952,15
28492,52095,113
28493,5617,113
28495,9600,17
28495,10658,17
28495,12948,17
28495,45049,17
28495,88012,17
28495,101304,17
28512,6167,17
28518,2934,15
28520,25002,17
28522,33210,113
28525,32967,123
28529,79826,15
28533,34821,15
28533,68762,17
28544,85906,120
28544,93497,116
28556,26273,123
28562,66483,15
28572,84044,120
28575,33163,113
28581,46336,113
28581,51800,123
28598,28037,120
28602,38104,15
28602,110804,17
28617,87864,113
28634,111139,19
28647,23440,15
28647,65135,15
28665,67821,19
28688,23552,120
28688,27807,120
28688,34840,120
28688,98964,123
28695,2097,113
28746,111722,15
28762,80016,120
28773,26836,116
28781,18791,15
28781,33498,15
28781,46340,15
28781,46671,15
28781,55789,15
28797,28116,15
28797,36135,17
28799,16448,15
28799,109178,15
28802,88696,123
28830,32539,15
28834,107753,113
28849,94509,120
28853,10207,113
28858,67633,15
28873,19247,113
28876,20658,15
28876,47310,15
28876,65826,15
28876,70273,15
28876,83667,15
28876,85966,15
28876,90131,15
28879,29060,15
28895,52577,15
28895,53566,15
28895,110629,113
28908,80016,120
28963,35376,15
28963,56472,15
28963,68847,15
28975,93516,116
28983,7707,15
28983,23062,15
28983,42359,15
28983,65130,15
28983,92308,15
28983,92910,15
28983,94570,15
28983,101408,15
28999,97342,120
29008,6292,116
29013,101491,15
29015,64258,19
29016,74458,120
29018,64258,19
29022,28314,116
29026,22684,17
29031,338,113
29032,8716,113
29032,51256,113
29034,22143,15
29034,49013,15
29034,49062,15
29034,49084,15
29034,68388,15
29034,68390,15
29035,76411,15
29035,103440,120
29045,24376,113
29046,10381,120
29060,28879,17
29060,76136,17
29093,37998,15
29093,70752,15
29093,105852,15
29093,108725,15
29094,1929,15
29094,35080,15
29094,93907,15
29109,65634,120
29122,1738,15
29122,38806,120
29130,59664,15
29149,100884,15
29158,37764,15
29169,89957,19
29191,17806,120
29191,20896,113
29191,32227,123
29191,50582,17
29196,26196,15
29196,38050,15
29196,39665,15
29196,40165,15
29196,47336,15
29196,50392,15
29196,52259,19
29196,56745,15
29196,61367,15
29196,73532,15
29196,74154,15
29196,76961,15
29196,79638,15
29196,80388,116
29196,83276,15
29196,83280,15
29196,83414,15
29196,84713,15
29196,88317,15
29196,91456,17
29196,92706,15
29196,95102,15
29196,95641,15
29196,96140,15
29196,96279,15
29196,97723,15
29196,98485,15
29196,99066,15
29196,102560,15
29196,103168,15
29196,103929,15
29196,104528,15
29196,105112,15
29196,105928,15
29196,107127,15
29196,109165,15
29196,110476,15
29203,105856,19
29204,37241,15
29204,93151,15
29210,15392,15
29210,82185,15
29211,16410,113
29211,30714,113
29213,19228,15
29232,30319,15
29232,103837,113
29232,110191,113
29233,37058,15
29237,112410,19
29244,28027,15
29245,105562,113
29254,38896,113
29254,52680,123
29267,79034,116
29269,25497,113
29269,106648,19
29275,50575,15
29275,57868,15
29275,61896,15
29275,62675,15
29275,66162,113
29275,69440,15
29275,87018,15
29275,95112,15
29275,105815,15
29280,105578,113
29281,78907,17
29297,106626,113
29303,17600,15
29303,23770,15
29303,27861,15
29303,32982,15
29303,36002,15
29303,52006,15
29303,53784,15
29303,57709,15
29303,59457,15
29303,62745,15
29303,64842,15
29303,75903,15
29303,98576,15
29303,100269,15
29303,103447,15
29308,17253,15
29309,11002,120
29314,34227,113
29315,18609,113
29315,25751,113
29347,36634,113
29360,102944,120
29362,24448,15
29362,28241,15
29362,29142,15
29362,39395,15
29362,56858,15
29362,65146,15
29362,73244,120
29362,83697,15
29370,18526,123
29370,86463,120
29370,87112,120
29370,106638,123
29371,40213,19
29378,21866,15
29383,9648,17
29383,35337,17
29383,37431,17
29383,45435,17
29383,82923,17
29383,93177,17
29416,29827,113
29427,9179,15
29427,28899,15
29427,47445,15
29427,66163,15
29439,14206,17
29439,21451,17
29439,41361,17
29439,45105,17
29439,87573,17
29439,87789,17
29439,90194,17
29439,98241,17
29439,99719,17
29459,29730,19
29465,9876,15
29465,18208,15
29483,4340,15
29483,7349,15
29483,21458,15
29483,25181,15
29483,25392,15
29483,54833,15
29483,69403,15
29501,14431,15
29501,29125,15
29501,51270,15
29501,80535,15
29501,81469,15
29501,89126,15
29515,31247,116
29543,48874,17
29550,29073,17
29552,6372,120
29552,6855,17
29552,10241,113
29552,75756,123
29592,92622,113
29601,16527,116
29617,20150,15
29625,33849,120
29663,30074,17
29665,109966,113
29669,12345,113
29683,29838,113
29689,109705,19
29692,85442,120
29703,39737,120
29714,104863,120
29714,106415,17
29719,365,19
29721,3990,17
29724,32262,15
29724,32538,15
29724,41374,15
29724,52481,15
29724,71567,15
29724,76128,15
29724,76149,15
29724,80646,15
29724,93591,15
29760,13561,15
29760,16811,15
29760,23868,15
29760,34910,15
29760,54374,15
29760,57598,123
29760,69364,15
29760,69707,15
29760,74833,15
29760,80351,15
29760,81052,15
29760,90315,15
29760,98019,15
29760,102199,15
29760,103209,15
29760,103993,15
29760,104438,19
29760,108278,15
29760,108955,15
29760,108979,15
29760,110096,17
29765,106679,17
29765,110882,17
29771,24089,15
29782,1097,15
29798,15694,113
29799,85741,15
29803,14981,15
29803,21782,15
29803,23431,15
29803,69983,15
29803,76432,15
29803,89054,15
29803,95731,15
29803,103820,15
29823,82398,17
29826,49723,15
29835,94834,113
29838,39638,15
29838,45366,15
29838,86651,15
29838,106056,15
29838,108929,15
29844,1400,15
29844,5105,15
29844,5594,15
29844,23332,15
29844,25221,15
29844,40504,15
29844,95459,15
29845,15993,15
29845,59099,15
29845,79445,15
29845,90664,15
29845,104963,120
29854,19595,19
29866,75756,113
29887,93621,120
29888,14910,116
29889,20444,15
29916,86116,113
29916,90765,116
29925,42496,15
29936,82623,17
29936,107418,123
29937,101570,17
29939,18204,113
29953,44800,120
29963,59630,17
29974,78808,19
29985,108707,116
29992,93524,15
29995,111368,15
30010,82466,15
30020,19704,15
30020,49003,15
30020,105880,15
30044,48526,123
30044,103989,113
30056,108005,19
30066,5842,15
30066,37097,15
30066,89069,15
30066,93037,15
30067,38729,15
30067,42111,15
30067,59043,15
30122,51006,113
30147,18285,123
30155,19930,123
30160,39417,15
30160,111566,113
30164,66162,113
30168,70689,17
30181,14044,19
30185,22458,113
30191,37684,19
30197,102085,15
30202,19740,17
30202,75745,17
30209,48986,123
30209,96911,123
30209,97484,123
30214,23973,19
30217,66021,17
30229,29105,15
30229,45453,15
30242,104308,15
30251,75756,116
30271,30911,123
30289,112246,120
30300,100837,19
30306,34232,15
30306,38111,17
30306,55924,15
30306,79946,15
30309,16096,19
30309,32941,15
30328,27038,15
30328,38618,15
30332,1663,15
30332,4144,15
30332,4790,15
30332,15358,15
30332,16230,15
30332,18264,15
30332,44556,15
30332,46620,15
30332,55937,15
30332,60425,15
30332,60542,15
30332,70729,15
30332,77396,15
30336,28376,19
30337,110858,15
30338,698,15
30338,20322,15
30346,79486,120
30346,110706,17
30347,21509,123
30363,17509,116
30363,24129,113
30363,92497,123
30367,86765,123
30374,34264,15
30381,107807,15
30396,34181,123
30404,55902,113
30453,86446,15
30469,16682,17
30483,28695,120
30489,38065,15
30490,57391,15
30494,24631,113
30511,55697,116
30545,85453,120
30562,111296,113
30621,25470,19
30641,89749,120
30649,15772,113
30649,85170,17
30656,17696,113
30657,12558,15
30657,22011,15
30657,31800,15
30657,53728,15
30657,93284,15
30683,14145,113
30697,88349,17
30703,17069,123
30709,19909,15
30709,30752,15
30709,45495,15
30709,78222,15
30709,80467,15
30709,87597,15
30714,20896,113
30716,66220,123
30721,80016,120
30729,71397,17
30731,27298,15
30731,27999,15
30731,28681,15
30731,28691,15
30731,31672,15
30731,33830,15
30731,34570,15
30731,39112,15
30731,41769,15
30731,51213,15
30731,51707,15
30731,74126,15
30731,75434,15
30731,76299,15
30731,83558,15
30731,94195,15
30731,111482,15
30737,92224,120
30762,33116,17
30778,72999,15
30798,50351,113
30798,60893,113
30800,108690,17
30822,33996,113
30830,43556,113
30837,22688,15
30863,80723,116
30883,102442,15
30886,111865,113
30888,86759,15
30889,95195,113
30908,14180,15
30908,26947,15
30908,47658,15
30908,57514,15
30908,58966,15
30908,79824,15
30909,3481,15
30911,25733,113
30911,29432,17
30911,30271,120
30923,96536,113
30934,106234,15
30949,23289,116
30969,66920,113
30969,94663,15
30969,112333,120
30978,37170,116
31009,47639,15
31009,69447,15
31009,71256,15
31014,2515,15
31014,5846,120
31014,22013,15
31014,38956,116
31032,102787,120
31053,83047,116
31056,100799,120
31060,72775,15
31066,1475,15
31066,7217,15
31066,25286,15
31066,35138,15
31066,75560,15
31066,90070,15
31066,111707,15
31082,11166,17
31090,61533,15
31090,89902,15
31108,100918,15
31124,82602,17
31124,96804,17
31135,108829,19
31139,75659,123
31142,32741,116
31165,2299,15
31165,4117,15
31165,42099,15
31165,43025,15
31165,56904,15
31165,59413,15
31165,75988,15
31180,7416,15
31195,59021,123
31216,7407,17
31216,73260,19
31216,112126,19
31252,8414,15
31269,101226,19
31269,104963,120
31273,110030,15
31277,11791,15
31280,41554,120
31280,64479,120
31287,35679,15
31287,98318,113
31298,67395,120
31298,93447,113
31298,107115,15
31303,108481,17
31304,8458,120
31304,72318,17
31305,100428,19
31310,6904,123
31315,3904,15
31363,46605,15
31363,96802,19
31366,104813,19
31369,77466,113
31369,94873,15
31373,22044,15
31373,35708,15
31373,96170,15
31377,105141,15
31402,112175,15
31412,18002,17
31414,74738,15
31423,8066,17
31423,39993,113
31425,79006,17
31433,75816,113
31441,24128,113
31443,531,15
31443,42197,15
31443,50574,15
31443,55644,15
31443,86106,15
31455,24043,15
31455,44021,15
31462,50464,15
31462,81448,15
31465,81520,15
31472,10012,17
31472,17173,113
31472,22078,113
31473,18988,15
31473,29354,15
31473,92324,120
31473,106402,15
31480,45508,15
31485,10446,15
31485,34769,15
31485,58292,15
31502,30074,15
31526,110652,19
31545,108690,113
31549,93140,19
31559,66162,113
31560,5709,113
31564,85624,113
31566,30697,113
31568,28994,15
31568,37268,15
31568,58287,15
31568,66246,15
31568,74851,15
31570,3507,15
31570,4159,15
31570,17477,15
31570,25121,15
31570,50359,15
31570,68239,15
31570,68818,15
31570,76569,15
31570,97119,15
31578,25067,123
31579,22104,15
31597,29151,15
31597,36962,15
31597,44476,15
31597,73089,15
31597,101043,15
31597,101187,15
31597,102377,15
31626,61343,15
31626,72180,15
31636,32167,15
31636,67990,15
31644,3091,15
31655,94834,116
31672,68955,17
31700,68405,123
31717,58973,120
31720,47013,113
31725,11959,15
31725,17659,15
31725,19703,15
31725,20001,15
31725,25343,15
31725,26234,15
31725,29626,15
31725,39800,15
31725,59850,15
31725,80915,15
31725,91411,15
31734,28494,19
31734,61464,17
31734,73456,17
31738,110502,113
31740,1471,113
31740,40478,123
31749,50660,19
31793,40870,17
31793,41320,120
31799,40813,15
31799,54278,15
31799,60856,15
31799,68100,15
31800,78113,116
31802,33697,15
31802,41781,15
31802,70117,15
31802,71376,15
31802,76638,15
31802,80541,15
31802,90088,15
31802,90103,15
31802,93838,15
31802,108532,15
31810,24509,113
31813,11522,17
31813,39274,15
31822,11190,19
31823,70096,116
31833,32653,19
31849,434,15
31849,2751,15
31849,27029,15
31849,29795,15
31849,42636,15
31849,83773,15
31849,99086,15
31849,103749,15
31849,109476,15
31853,24922,15
31853,66829,15
31860,16304,116
31860,107337,123
31862,32278,113
31868,58120,120
31887,92526,116
31899,96188,120
31902,17716,15
31913,38285,17
31914,4904,15
31914,7272,15
31914,17301,15
31914,36600,15
31914,40777,15
31914,59905,15
31914,96966,15
31914,97119,15
31914,104272,15
31914,109582,15
31938,68828,17
31938,107084,120
31939,98095,113
31958,38819,113
31963,111722,15
31973,19769,116
31975,33977,15
31975,34281,113
31975,97342,19
31998,51119,19
31999,77584,113
32010,19847,113
32015,38534,123
32015,53101,123
32020,38728,123
32043,110724,113
32051,110080,116
32064,15772,113
32069,9834,17
32069,30181,17
32069,37732,17
32069,54177,17
32069,71812,17
32069,88081,17
32069,90999,17
32096,80016,120
32101,36091,120
32104,56843,17
32120,74458,120
32133,62557,116
32134,89954,123
32147,30058,19
32163,6617,17
32163,10276,17
32163,31032,17
32163,47592,17
32163,74555,17
32165,1915,15
32166,2739,15
32166,32868,15
32166,33164,15
32166,39324,15
32166,95779,15
32171,16223,15
32182,12493,120
32186,83877,120
32191,15347,15
32191,31166,15
32191,44391,15
32198,6822,15
32198,7641,15
32198,40395,15
32198,41777,15
32217,41965,15
32217,45508,15
32223,67454,17
32227,20452,123
32227,73451,116
32232,109878,19
32236,34060,113
32236,36242,19
32236,42513,123
32236,56930,17
32236,99846,116
32237,18465,15
32237,23153,15
32237,28637,15
32237,32407,15
32237,38867,15
32237,45038,15
32237,58109,15
32244,75756,116
32254,98907,15
32260,68616,116
32271,106314,116
32272,33015,17
32274,23899,15
32274,43245,15
32274,68295,15
32274,106501,15
32274,106865,15
32277,90181,113
32300,112059,15
32302,18565,17
32312,104543,19
32316,41723,15
32341,102147,123
32350,69828,17
32350,100118,19
32356,19671,17
32365,65369,120
32370,41572,120
32370,47241,116
32370,65437,120
32371,17696,113
32373,93433,113
32373,97905,15
32420,75756,120
32420,81068,19
32424,19993,17
32425,8618,116
32463,35183,116
32475,9130,15
32475,13540,15
32475,22375,15
32475,38329,15
32475,55157,15
32475,89505,15
32481,40013,17
32486,60557,19
32489,90677,15
32493,3091,15
32494,43921,15
32511,14848,15
32525,30074,15
32530,83253,15
32530,85414,15
32530,86225,15
32532,77247,17
32573,15459,15
32573,28260,15
32573,38036,15
32573,45086,15
32573,52550,15
32573,65194,15
32573,66378,15
32573,66396,15
32573,68991,15
32573,74992,15
32574,75145,15
32582,1378,15
32588,9293,116
32598,9467,113
32598,32669,113
32613,18953,17
32613,41711,120
32613,110139,17
32630,32653,15
32630,91505,15
32632,55557,113
32656,16524,15
32656,24574,15
32656,79530,15
32656,107231,15
32656,107529,15
32656,109632,15
32656,110014,15
32664,35365,19
32671,33116,17
32685,45553,123
32686,28628,120
32687,50947,17
32687,71231,17
32711,42974,15
32718,28354,116
32729,71876,15
32740,42158,17
32749,68289,116
32749,82488,17
32749,100580,113
32758,98328,15
32760,108690,113
32763,79034,116
32766,25751,15
32768,106382,17
32774,15434,113
32787,22630,15
32787,29738,15
32787,67001,15
32787,93790,15
32793,64085,113
32800,54433,120
32817,106234,120
32820,31668,17
32820,32802,17
32820,54329,17
32820,70825,17
32822,52384,15
32837,42078,15
32837,98184,15
32837,110727,15
32837,111718,15
32838,12459,15
32838,41084,15
32838,103530,15
32840,64107,123
32844,60505,17
32854,39456,15
32857,108223,116
32858,40870,15
32859,62222,15
32891,107262,113
32900,61722,113
32909,24140,15
32911,102817,19
32923,79116,17
32930,81793,19
32930,86165,123
32941,98473,19
32943,24355,123
32943,40548,123
32943,41966,120
32943,48247,113
32943,67294,19
32958,95569,17
32963,39120,17
32976,6849,19
32976,11903,123
32989,43650,113
32992,10612,15
33061,100799,123
33066,31704,15
33066,37602,15
33066,37656,15
33066,39677,15
33066,40388,15
33066,42621,15
33066,52547,15
33066,56858,15
33066,56859,15
33066,56892,15
33066,59256,15
33066,62282,15
33066,63226,15
33066,63302,15
33066,63874,15
33066,64118,15
33066,72791,15
33066,77176,15
33066,78156,15
33066,83268,15
33066,83897,15
33066,84187,15
33066,84413,15
33066,85683,15
33066,85958,15
33066,87325,15
33066,88262,15
33066,89193,15
33066,90274,15
33066,92961,15
33066,94772,15
33066,95080,15
33066,96280,15
33066,105127,15
33066,105929,15
33066,109315,15
33067,106314,116
33078,73061,120
33078,90638,120
33084,37063,116
33084,98733,116
33089,66584,113
33102,36202,113
33107,15941,15
33107,23812,15
33107,72023,123
33107,96691,15
33107,97268,15
33109,111779,15
33116,25625,17
33138,7416,113
33144,38523,116
33161,108375,17
33166,30316,113
33166,43243,113
33191,13117,15
33194,29690,15
33194,55110,15
33194,57224,15
33194,66170,15
33194,67073,15
33194,72392,15
33194,73629,15
33194,79643,15
33194,80742,15
33194,80946,15
33194,83928,15
33194,93620,15
33222,58035,17
33245,105320,123
33271,354,15
33271,102773,113
33278,5982,113
33279,100302,123
33318,75829,15
33321,106624,17
33324,90655,123
33326,567,19
33343,83092,113
33361,81562,113
33363,14853,15
33363,16881,15
33363,17396,15
33363,22892,15
33363,26699,15
33363,60423,19
33380,37276,113
33393,46745,120
33452,45827,17
33452,58127,17
33452,61562,17
33452,68041,17
33452,76581,17
33452,86440,17
33452,100267,17
33456,82623,15
33476,100308,15
33486,40722,15
33491,17598,15
33534,72046,15
33558,20254,120
33558,52399,116
33559,95861,19
33562,102292,15
33571,64876,15
33574,5617,116
33574,67074,15
33574,82914,15
33582,16836,15
33582,17609,15
33582,21179,15
33582,27883,15
33582,79745,15
33582,99305,15
33582,99601,15
33583,24579,113
33583,79847,113
33597,18988,120
33598,102598,123
33606,66094,113
33630,26229,15
33630,35337,120
33635,7492,15
33635,11546,15
33635,31464,15
33635,36600,15
33635,40777,15
33635,62827,15
33635,68500,15
33635,69911,15
33635,94985,15
33649,11534,15
33650,67821,17
33678,52467,120
33685,73340,15
33695,89104,15
33703,9732,113
33721,4586,15
33739,35502,15
33747,86256,15
33765,43049,15
33765,107386,15
33780,10026,113
33801,18792,15
33801,69998,113
33811,105488,120
33821,77629,116
33832,45206,113
33841,91454,15
33858,88121,113
33876,61934,17
33876,99347,15
33880,53659,15
33880,54965,15
33880,60916,15
33880,98192,15
33883,64085,116
33888,22741,123
33888,76859,123
33889,88604,120
33890,15253,15
33890,24071,15
33890,28483,15
33890,35340,15
33890,35795,15
33890,83312,15
33890,93369,15
33890,100132,15
33890,109934,15
33911,48781,15
33916,88713,19
33928,110138,15
33933,6374,120
33940,35513,113
33940,38830,113
33954,2234,15
33954,3351,15
33954,11644,15
33954,31464,15
33954,55836,15
33954,59905,15
33954,60402,15
33954,60674,15
33954,70562,15
33954,75763,15
33954,78987,15
33954,79061,15
33969,34212,123
33969,34805,19
33969,40896,123
33975,72701,15
33975,91629,15
33975,99536,15
33975,100887,15
33977,63913,17
33977,111729,15
33984,7713,15
33984,27197,15
33984,27863,15
33984,60570,15
33984,61512,15
33984,66476,15
33984,95570,15
33993,110383,120
34009,55337,17
34014,38015,15
34014,66307,15
34014,98114,15
34029,59156,15
34029,101876,19
34033,49433,15
34053,89306,120
34054,95098,15
34060,32236,113
34060,68319,113
34060,109896,113
34079,87274,113
34088,4817,19
34096,30144,19
34102,7124,113
34117,75641,123
34119,15979,17
34119,23503,17
34124,101491,19
34130,100412,120
34158,10259,15
34158,26259,15
34158,37598,15
34158,62061,15
34158,82786,15
34158,84404,15
34158,91161,15
34158,91476,15
34158,95151,15
34158,97747,15
34180,6499,113
34180,16167,15
34180,26583,120
34203,107954,19
34220,53181,120
34224,33189,15
34224,34991,15
34224,36098,15
34224,42613,15
34224,46580,15
34224,60847,15
34224,63340,15
34224,65601,15
34224,70586,15
34224,71355,15
34224,77552,15
34224,97371,15
34224,108328,15
34224,111502,15
34237,7312,15
34237,19243,15
34237,19442,15
34237,22837,15
34237,23153,15
34237,27068,15
34237,27923,15
34237,28042,15
34237,32396,15
34237,48824,15
34237,73852,15
34243,42930,120
34243,55470,19
34253,82667,113
34266,2507,123
34275,64542,15
34281,31975,113
34291,99440,17
34305,112354,17
34318,61545,120
34323,63444,120
34329,14301,17
34329,45957,15
34331,98968,17
34338,98225,15
34339,25636,123
34342,21584,15
34342,21676,15
34342,35765,15
34344,21335,113
34347,47082,15
34347,54011,15
34347,80373,15
34347,108460,15
34361,40870,116
34384,101510,15
34398,93471,19
34402,47592,19
34406,8636,15
34406,8703,15
34406,28109,15
34406,30419,15
34406,32248,15
34406,32934,15
34411,4766,15
34411,17778,116
34416,43474,15
34428,71715,15
34430,12392,120
34433,57459,19
34434,9335,15
34434,26219,15
34434,27030,15
34434,28681,15
34434,32587,15
34434,32791,15
34434,34568,15
34434,42354,15
34434,48065,15
34434,54965,15
34434,56272,15
34434,63233,15
34434,63928,15
34434,67095,15
34434,71661,15
34434,92579,15
34441,88504,113
34446,45151,15
34446,48791,15
34446,49817,15
34446,75608,15
34459,95189,113
34466,34026,15
34492,97905,15
34515,3874,17
34527,35356,19
34527,40143,19
34527,82943,113
34527,91763,19
34527,92416,113
34535,107490,15
34559,99593,120
34563,48114,113
34587,93938,15
34597,21351,17
34608,102712,113
34621,98095,123
34635,40199,19
34651,111865,120
34653,45425,15
34680,13540,17
34687,111936,17
34696,50211,120
34696,98334,113
34697,107997,19
34710,69595,15
34710,69781,15
34720,35010,113
34720,102598,120
34721,33059,123
34728,37590,15
34728,38884,15
34728,46913,15
34728,70155,15
34728,91927,15
34728,99551,15
34728,101419,15
34771,35300,19
34774,62796,19
34776,86155,19
34776,95651,120
34805,110794,120
34818,8611,113
34818,13351,120
34818,96246,123
34845,96152,15
34855,50512,17
34864,29196,113
34889,38182,116
34889,101105,113
34891,53258,19
34904,100049,17
34910,13561,15
34910,15098,120
34910,23016,15
34910,24411,15
34910,26276,15
34910,26277,15
34910,28140,15
34910,29378,15
34910,29760,15
34910,42901,15
34910,69707,15
34910,98019,15
34910,101859,15
34910,102284,15
34910,102387,15
34910,104743,15
34910,105480,15
34910,106346,15
34910,107855,15
34915,82614,113
34949,12948,17
34949,35140,15
34949,109853,15
34952,106675,113
34956,31239,15
34956,35226,15
34956,36846,15
34956,39479,15
34956,73745,15
34956,84533,15
34956,94195,15
34957,36132,120
34963,18566,15
34963,21488,15
34963,24677,15
34963,72962,15
34963,76326,15
34963,93735,15
34985,39529,15
34985,59780,15
34985,63337,15
34985,107502,15
34993,34230,17
34993,63903,17
34993,69222,17
34993,76437,17
34997,52068,15
34997,79000,15
35002,36214,120
35005,29724,15
35010,61118,15
35010,67415,15
35019,25879,15
35019,31704,15
35019,32118,15
35019,33313,15
35019,36322,15
35019,37602,15
35019,38010,15
35019,56859,15
35019,61886,15
35019,65986,15
35019,67095,15
35019,67202,15
35019,69558,15
35019,71956,15
35019,80149,15
35019,83684,15
35019,86495,15
35019,88893,15
35061,36392,15
35078,30852,15
35078,33978,15
35078,49749,15
35078,51526,15
35080,109425,19
35125,7978,15
35125,10462,15
35125,16999,15
35138,614,15
35138,7217,15
35138,59743,19
35140,85120,15
35166,85855,120
35175,78113,17
35176,109374,19
35183,32463,15
35183,108048,15
35183,108552,15
35183,111840,15
35196,26522,17
35196,101010,17
35225,4809,17
35225,44154,17
35225,44568,17
35241,73053,15
35247,8517,113
35247,56080,15
35280,90776,120
35297,11093,19
35306,102429,113
35317,4248,15
35317,66959,15
35317,82923,15
35317,85259,15
35319,7535,120
35337,28585,120
35337,108630,17
35340,15253,15
35340,24071,15
35340,33890,15
35340,60279,15
35351,4806,123
35353,9569,15
35356,885,116
35356,34527,17
35356,59743,15
35356,97436,113
35365,100799,17
35379,56181,113
35385,443,123
35388,108690,123
35420,111296,17
35437,37431,120
35439,6148,15
35439,6710,15
35439,13142,15
35439,21741,15
35439,35460,15
35439,53773,15
35439,66293,15
35439,74686,15
35439,87456,15
35439,87731,15
35439,105384,15
35446,79418,15
35463,72378,19
35470,109574,113
35508,52908,15
35513,349,120
35513,10495,120
35513,12677,113
35513,22552,116
35513,28104,113
35513,33940,113
35513,39216,113
35513,40373,120
35513,43243,113
35513,109248,17
35519,31344,120
35526,97001,116
35543,47310,123
35543,95394,113
35549,30626,120
35551,44392,120
35561,65816,15
35576,46494,116
35586,17272,19
35593,59493,19
35603,108091,19
35605,94564,17
35617,31716,15
35617,99205,15
35679,83585,19
35681,23759,15
35713,45543,120
35743,55798,120
35743,59356,19
35745,32596,15
35745,69611,15
35745,70460,15
35768,19001,19
35768,83262,17
35771,46794,113
35775,110096,113
35786,104467,116
35790,110794,116
35810,19094,17
35831,42373,17
35835,51539,113
35853,86635,116
35857,14364,113
35879,27400,17
35897,38975,19
35903,43558,113
35905,49758,17
35920,109168,19
35950,16274,116
35950,50427,17
35968,77059,15
35969,8154,116
35980,19080,116
35988,101010,17
35989,12354,15
35993,3788,15
35993,42716,15
35999,21866,15
36001,26346,113
36029,50801,15
36029,94927,15
36033,87818,113
36033,97095,116
36037,68663,116
36042,25369,15
36042,59675,15
36042,65568,15
36042,108727,15
36043,107477,113
36069,39933,17
36080,10270,17
36080,10907,17
36080,16271,17
36080,19711,17
36080,20694,17
36080,20744,17
36080,26403,17
36080,26846,17
36080,35507,17
36080,36382,17
36080,36437,17
36080,40276,17
36080,43156,17
36080,54312,17
36080,61724,17
36080,63613,17
36080,65772,17
36080,71447,17
36080,73143,17
36080,91326,17
36080,92425,17
36080,96816,17
36080,110377,17
36080,111979,17
36080,112315,17
36091,25017,19
36091,51609,17
36091,84109,17
36091,95733,15
36091,97417,19
36091,100174,17
36091,112094,15
36092,79826,17
36092,85120,15
36126,44281,15
36135,28797,15
36139,14013,113
36139,32793,15
36149,101917,17
36153,20692,15
36153,33285,15
36153,33852,15
36153,35982,15
36153,36083,15
36153,36185,15
36153,37169,15
36153,42067,15
36153,44753,15
36153,47887,15
36153,48125,15
36153,51511,15
36153,52502,15
36153,54931,15
36153,59982,15
36153,60565,15
36153,61848,15
36153,64156,15
36153,68717,15
36153,68902,15
36153,75781,15
36153,81393,15
36153,83848,15
36153,84391,15
36153,84886,15
36153,86505,15
36153,92945,15
36153,98384,15
36153,106348,15
36153,111106,15
36171,30869,17
36190,66407,15
36192,53258,19
36202,82506,113
36202,98510,17
36202,111383,15
36230,42215,120
36246,298,15
36246,4395,17
36246,6150,15
36246,9612,113
36246,10243,15
36246,45279,15
36258,70879,17
36260,94526,15
36260,111025,15
36265,51700,15
36266,97321,113
36267,100799,116
36281,108945,15
36281,109094,19
36281,109374,19
36281,110594,17
36296,10439,123
36309,105219,15
36313,64107,120
36322,68430,19
36349,100799,123
36363,31052,15
36363,72999,15
36377,64258,19
36382,101570,113
36386,36351,15
36391,24533,15
36391,28582,15
36391,34164,15
36391,35470,15
36391,38738,15
36391,47947,15
36391,49133,15
36391,64222,15
36391,65780,15
36391,74246,15
36391,81633,15
36391,81819,15
36391,89573,15
36391,93093,15
36391,96812,15
36391,98238,15
36392,20690,120
36392,110892,17
36397,40276,123
36407,28865,116
36426,45226,116
36433,7470,113
36433,108588,113
36448,44281,15
36448,112296,113
36449,78882,113
36449,78953,113
36449,79114,113
36449,81460,113
36449,93795,17
36456,59625,113
36471,21164,19
36471,59243,120
36492,25294,123
36513,40748,113
36513,52799,17
36524,43253,15
36524,65544,15
36538,67245,113
36546,11146,15
36552,74458,120
36562,4863,123
36565,17429,15
36565,19388,15
36565,21551,15
36565,27894,15
36565,27935,15
36565,75351,15
36582,26235,113
36583,38469,120
36600,32967,120
36614,106521,120
36617,43074,17
36624,107550,113
