,Source,Target
404551,102227,104700
404559,102235,109825
404578,102239,25563
404580,102239,97234
404600,102246,108861
404631,102258,7281
404638,102260,40089
404641,102260,106985
404643,102261,103376
404651,102263,87052
404711,102271,35250
404724,102271,104160
404730,102271,109408
404741,102278,54029
404769,102286,43674
404770,102288,20603
404779,102292,135
404780,102292,7824
404823,102303,70932
404848,102316,91795
404849,102317,4892
404870,102319,71689
404871,102319,84845
404872,102319,85291
404873,102319,96118
404874,102319,96784
404875,102319,100550
404876,102319,100944
404877,102319,104188
404878,102319,105628
404879,102319,106028
404880,102319,106354
404881,102319,107246
404937,102335,87945
404950,102344,24869
404973,102354,12041
405011,102361,104690
405050,102376,110151
405051,102377,8963
405052,102377,27725
405053,102377,31597
405054,102377,36962
405055,102377,45794
405056,102377,73089
405057,102377,101961
405071,102381,10479
405072,102381,20560
405073,102381,38896
405074,102381,47928
405078,102383,35458
405079,102383,46743
405080,102383,60204
405081,102383,82244
405082,102383,88177
405083,102383,92106
405084,102383,93075
405085,102383,96631
405086,102383,96864
405087,102383,102948
405110,102387,92769
405123,102387,111154
405215,102410,22943
405243,102416,44852
405244,102416,68494
405265,102422,59931
405275,102422,106624
405317,102428,90921
405358,102440,43984
405359,102440,79546
405379,102447,36212
405394,102451,99616
405406,102459,103668
405491,102473,95944
405542,102487,112070
405553,102490,96021
405558,102490,112191
405562,102496,106737
405575,102501,63863
405625,102519,44905
405643,102522,27496
405644,102522,41925
405645,102522,75163
405646,102522,89077
405647,102522,95789
405648,102522,96141
405649,102522,97352
405650,102522,100560
405651,102522,101120
405652,102522,102701
405653,102522,102708
405654,102522,103568
405655,102522,104144
405656,102522,104816
405657,102522,106948
405658,102522,108058
405659,102522,110333
405663,102525,53365
405664,102525,105515
405681,102534,107453
405685,102538,43986
405706,102545,97920
405728,102546,107477
405730,102546,112296
405733,102547,82080
405755,102560,99603
405806,102573,81957
405858,102593,92414
405859,102593,103282
405860,102593,104244
405913,102606,37004
405914,102606,43395
405919,102609,12606
405924,102609,107653
405935,102617,73578
405942,102617,107624
405945,102617,110607
405946,102617,111048
405955,102618,83260
405987,102626,107411
405998,102627,96003
406052,102645,66815
406097,102651,8879
406098,102651,15272
406099,102651,42768
406131,102656,95177
406150,102665,92716
406155,102666,17056
406156,102666,17093
406157,102666,25863
406158,102666,32174
406159,102666,69118
406160,102666,107792
406298,102696,40262
406299,102696,50757
406300,102696,84633
406301,102696,92830
406302,102696,93486
406488,102737,95036
406489,102737,107553
406599,102770,68482
406601,102771,2190
406604,102771,106043
406680,102799,93392
406749,102812,88466
406759,102812,104863
406770,102817,3769
406771,102817,25419
406772,102817,27498
406773,102817,62176
406774,102817,111105
406796,102824,106976
406805,102827,103671
406806,102827,103842
406808,102830,349
406809,102830,12345
406810,102830,15533
406811,102830,15552
406812,102830,17324
406813,102830,21504
406814,102830,22552
406815,102830,23092
406816,102830,23652
406817,102830,28138
406818,102830,31615
406819,102830,32541
406820,102830,35513
406821,102830,37715
406822,102830,38861
406823,102830,39233
406824,102830,43056
406825,102830,43243
406826,102830,43434
406827,102830,43540
406828,102830,44607
406829,102830,46317
406830,102830,48943
406831,102830,50407
406832,102830,52799
406833,102830,54418
406834,102830,58285
406835,102830,62969
406836,102830,88415
406837,102830,93700
406838,102830,97617
406839,102830,97667
406840,102830,97717
406841,102830,97718
406842,102830,97885
406843,102830,99274
406844,102830,99668
406845,102830,100039
406846,102830,101397
406847,102830,101946
406848,102830,101964
406849,102830,103121
406850,102830,104655
406851,102830,106266
406852,102830,107562
406853,102830,107899
406854,102830,109248
406858,102834,93790
406859,102835,80102
406860,102835,105350
406861,102835,106947
406906,102854,35437
406947,102864,100799
407067,102883,110942
407081,102894,48142
407193,102922,8635
407234,102944,29360
407241,102944,111994
407271,102952,35175
407278,102954,21768
407297,102967,11740
407298,102967,58292
407299,102967,89801
407346,102975,76614
407352,102978,95702
407353,102978,97448
407354,102978,106847
407355,102978,107063
407356,102978,107624
407357,102978,107634
407358,102978,111007
407359,102978,111836
407360,102978,112112
407361,102978,112141
407362,102979,105083
407427,102992,40321
407434,102998,78856
407437,103000,43124
407438,103000,53138
407439,103000,64771
407440,103000,75819
407441,103000,94378
407442,103000,97907
407443,103000,102987
407444,103000,110300
407466,103009,103399
407470,103013,7561
407477,103015,11000
407478,103015,70879
407486,103017,108519
407531,103035,82408
407532,103035,97342
407533,103035,100326
407561,103042,57425
407680,103055,64771
407729,103063,95161
407732,103066,4540
407733,103066,101690
407752,103077,104183
407753,103077,111255
407759,103080,57117
407875,103121,38982
407876,103121,41128
407982,103149,103004
407983,103149,104670
407987,103151,66560
408012,103153,23040
408013,103153,82301
408014,103153,109662
408034,103156,28967
408063,103164,42671
408086,103168,56745
408087,103168,80388
408088,103168,83280
408089,103168,84226
408090,103168,99066
408091,103168,99603
408092,103168,103588
408093,103168,105518
408094,103168,109165
408095,103168,110476
408106,103172,48837
408146,103178,30227
408148,103180,54147
408179,103187,24705
408184,103187,89966
408190,103191,83259
408191,103191,91713
408253,103209,101511
408256,103209,102505
408281,103210,65600
408366,103230,108829
408371,103233,26259
408372,103233,100271
408415,103243,55343
408480,103254,101325
408492,103257,110942
408516,103261,42446
408652,103286,88282
408717,103300,93640
408748,103314,95654
408749,103314,103521
408750,103314,109103
408754,103319,86384
408790,103331,93949
408833,103342,62252
408856,103346,86914
408869,103350,17891
408876,103355,86765
408881,103360,101325
408883,103361,23396
408885,103361,109878
408886,103362,52825
408892,103364,99989
408938,103382,35227
408939,103382,37407
408943,103383,58175
409004,103394,97048
409005,103394,105045
409006,103394,108629
409007,103394,111481
409090,103430,9004
409099,103430,51840
409101,103430,80625
409105,103430,98919
409115,103431,33298
409148,103436,66815
409151,103436,74304
409161,103436,92116
409192,103443,46575
409225,103458,48853
409226,103458,96537
409227,103458,96790
409244,103468,88044
409245,103468,91148
409258,103470,105398
409263,103470,110306
409270,103472,110478
409275,103475,350
409276,103475,68068
409310,103485,97862
409311,103485,100021
409313,103485,105665
409345,103490,47886
409348,103490,94672
409362,103493,94649
409369,103500,47826
409386,103509,21111
409387,103509,82386
409389,103509,99624
409393,103512,13821
409401,103514,41656
409404,103517,6437
409405,103517,59412
409439,103529,47684
409449,103530,32838
409465,103531,106723
409533,103548,20150
409537,103548,31689
409538,103548,36091
409556,103548,105631
409655,103567,101969
409666,103570,43078
409671,103572,91820
409698,103579,106676
409705,103583,110053
409787,103607,104539
409794,103610,20431
409818,103616,83838
409828,103618,80016
409869,103626,101227
409880,103628,97089
409909,103637,16562
409929,103639,100172
409937,103640,37489
410008,103663,39578
410029,103665,33138
410035,103668,102459
410047,103681,8838
410056,103687,6129
410057,103687,34281
410058,103687,37027
410059,103687,54758
410060,103687,74273
410061,103687,94293
410062,103687,97139
410063,103687,97324
410064,103687,99814
410065,103687,106365
410066,103687,110858
410105,103699,35087
410106,103699,102450
410107,103699,103489
410142,103712,27350
410159,103723,110151
410162,103724,22025
410192,103731,83332
410282,103784,68744
410330,103809,28521
410332,103809,48706
410339,103813,9899
410344,103813,18770
410345,103813,48866
410346,103813,101018
410349,103816,45840
410350,103816,49202
410351,103816,80943
410352,103816,94538
410353,103816,110264
410416,103833,7836
410448,103842,107784
410450,103847,857
410456,103847,49428
410458,103847,85443
410470,103851,111040
410477,103852,65402
410481,103852,82127
410486,103852,92579
410514,103856,48142
410573,103866,61004
410584,103869,98886
410610,103882,12015
410611,103882,25024
410612,103882,27795
410613,103882,37514
410614,103882,42286
410615,103882,61711
410616,103882,83136
410617,103882,90431
410618,103882,98196
410619,103882,101704
410620,103882,101888
410621,103882,102901
410622,103882,103177
410623,103882,105239
410624,103882,111182
410629,103884,34354
410634,103887,21996
410638,103890,82232
410761,103915,28652
410762,103915,30993
410763,103915,34271
410764,103915,36606
410765,103915,38261
410766,103915,45336
410767,103915,45866
410768,103915,49441
410769,103915,50714
410770,103915,54241
410771,103915,57960
410772,103915,59195
410773,103915,59737
410774,103915,62114
410775,103915,62455
410776,103915,63010
410777,103915,65517
410778,103915,68990
410779,103915,80039
410780,103915,83900
410781,103915,87144
410782,103915,93184
410783,103915,94975
410784,103915,101266
410785,103915,103477
410877,103930,3466
410878,103930,8174
410879,103930,9305
410880,103930,24760
410881,103930,26831
410882,103930,31116
410922,103932,80240
410923,103932,81911
410943,103950,103907
410944,103950,103943
410946,103952,26218
410955,103952,60699
410963,103958,77434
410964,103958,83663
410965,103958,90142
410967,103959,69724
411013,103964,24444
411037,103967,13244
411052,103973,60964
411085,103977,111346
411092,103980,36281
411095,103980,84128
411144,103989,950
411145,103989,990
411147,103989,13295
411148,103989,13372
411149,103989,16506
411152,103989,24619
411154,103989,24783
411156,103989,30044
411175,103989,99052
411182,103989,106138
411190,103990,85398
411227,104000,34338
411251,104005,21650
411278,104010,41737
411279,104010,85911
411289,104017,12884
411290,104017,51701
411291,104017,54760
411292,104017,64933
411293,104017,64935
411294,104017,65701
411295,104017,70196
411296,104017,72925
411297,104017,73096
411298,104017,73279
411299,104017,74763
411300,104017,76313
411301,104017,80840
411302,104017,81652
411303,104017,83905
411304,104017,87663
411305,104017,88424
411306,104017,90791
411307,104017,95137
411308,104017,99699
411309,104017,102473
411310,104017,104331
411311,104017,105575
411345,104032,78871
411363,104040,76122
411397,104055,11833
411400,104055,17787
411408,104055,105056
411412,104056,110605
411428,104066,873
411429,104066,2118
411430,104066,3252
411431,104066,4333
411432,104066,5000
411433,104066,5215
411434,104066,6568
411435,104066,7127
411436,104066,10262
411437,104066,11185
411438,104066,15166
411439,104066,17241
411440,104066,19117
411441,104066,20264
411442,104066,21332
411443,104066,23892
411444,104066,28695
411445,104066,34890
411446,104066,45730
411447,104066,51581
411448,104066,93892
411449,104066,104798
411450,104066,107587
411451,104066,109497
411488,104078,41198
411497,104081,84328
411498,104081,87852
411499,104081,93381
411500,104082,61989
411506,104082,110295
411514,104084,60483
411515,104084,65780
411529,104085,94582
411535,104087,92870
411536,104088,47067
411537,104088,51757
411538,104088,93063
411539,104088,97976
411540,104088,106221
411541,104088,108523
411551,104093,38896
411555,104093,96871
411558,104093,108690
411559,104093,109172
411571,104096,62941
411572,104096,63830
411592,104101,104963
411611,104109,38077
411612,104109,43124
411613,104109,43251
411614,104109,48322
411615,104109,49451
411616,104109,53138
411617,104109,53142
411618,104109,64771
411619,104109,74522
411620,104109,75819
411621,104109,93232
411622,104109,94378
411623,104109,95301
411624,104109,97349
411625,104109,97357
411626,104109,97821
411627,104109,97896
411628,104109,98561
411629,104109,99569
411630,104109,99654
411631,104109,101421
411632,104109,102987
411633,104109,109264
411634,104109,109585
411683,104128,46747
411785,104151,24411
411786,104151,32420
411787,104151,35999
411788,104151,43733
411789,104151,98019
411790,104151,102199
411791,104151,102387
411792,104151,103993
411793,104151,106346
411794,104151,108979
411852,104167,63191
411853,104167,64870
411854,104167,99772
411912,104183,71577
411913,104183,80972
411918,104183,106377
411946,104188,97417
411988,104197,53020
412010,104201,102474
412024,104205,40282
412054,104221,3116
412055,104221,12722
412056,104221,16091
412057,104221,20671
412058,104221,25017
412059,104221,31689
412060,104221,33950
412061,104221,36627
412062,104221,61965
412063,104221,79649
412064,104221,84770
412065,104221,90827
412066,104221,93499
412067,104221,96575
412068,104221,96784
412069,104221,97048
412070,104221,99403
412071,104221,100174
412072,104221,100792
412073,104221,101569
412074,104221,103660
412075,104221,104229
412076,104221,104279
412077,104221,107246
412078,104221,107620
412121,104230,30375
412175,104243,108326
412177,104251,96028
412178,104251,103622
412179,104251,106439
412180,104251,109004
412191,104256,64870
412217,104261,6595
412237,104267,22230
412238,104267,40855
412239,104267,47870
412240,104267,94764
412245,104270,28036
412252,104270,81675
412254,104270,108332
412274,104278,50789
412378,104303,40323
412379,104303,61708
412380,104303,81515
412381,104303,91115
412382,104303,102030
412387,104308,30242
412405,104315,9073
412406,104315,39419
412407,104315,80591
412408,104315,84442
412409,104315,92841
412410,104315,97424
412440,104328,99813
412452,104331,51999
412489,104337,91813
412530,104349,60175
412574,104354,26912
412575,104354,68304
412576,104354,92655
412577,104354,111415
412581,104355,3431
412582,104355,7695
412583,104355,9679
412613,104359,23167
412620,104359,111012
412624,104361,5412
412625,104361,17311
412626,104361,20374
412627,104361,27735
412628,104361,29808
412629,104361,36924
412630,104361,41505
412631,104361,59810
412632,104361,78907
412633,104361,87364
412634,104361,89812
412635,104361,93796
412636,104361,102869
412762,104390,92221
412796,104398,66801
412798,104401,24869
412839,104405,73009
412840,104405,81889
412843,104405,98034
412853,104412,104778
412871,104416,41075
412905,104423,38569
412906,104423,40867
412923,104426,91781
412928,104429,39000
412929,104429,54248
412935,104436,93876
412938,104438,82124
412970,104446,83787
412971,104446,91423
412972,104446,99901
412973,104446,104160
412974,104446,104324
412975,104446,104367
412976,104446,104957
412977,104446,107919
413004,104448,108263
413025,104450,55625
